passenger_count_ID,trip_distance_ID,duration_ID,passenger_count_bins,trip_distance_bins,duration_bins,utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
0,0,0,[0. 1. 2. 6.],[ 0.   0.5  1.5  3.   5.  10. ],[ 0.  3.  8. 15. 25. 30.],0.7325841991979732,1.0,1.0,4.0,1,1
0,0,56,[0. 1. 2. 6.],[ 0.   0.5  1.5  3.   5.  10. ],[ 0.    6.46  7.5  10.6  12.   15.24 15.87 17.37 23.14 30.  ],0.8088004032615911,0.9197346704672166,0.9225076233175614,3.0,1,1
0,25,0,[0. 1. 2. 6.],[ 0.  2.  4.  6.  8. 10.],[ 0.  3.  8. 15. 25. 30.],0.7383130460094497,0.9546349824068784,0.9735108937318973,3.333333333333333,1,1
0,58,62,[0. 1. 2. 6.],[0.   0.59 1.17 1.75 2.33 2.91 3.49 4.07 4.65 6.  ],[ 0.    6.49  7.49  8.22 10.53 11.93 15.32 17.38 23.11 30.  ],0.8427912849111772,0.8108577691090412,0.8109996897398482,2.0,1,1
