Current Loan Amount_ID,Credit Score_ID,Annual Income_ID,Years of Credit History_ID,Current Loan Amount_bins,Credit Score_bins,Annual Income_bins,Years of Credit History_bins,utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
0,0,0,0,[0.e+00 1.e+05 5.e+05 1.e+06 1.e+08],[   0.  600.  650.  700.  750.  850. 8000.],[0.0e+00 2.5e+05 1.0e+06 5.0e+06 2.0e+08],[ 0.  5. 10. 20. 35. 80.],0.8269373240480071,1.0,1.0,4.0,1,1
3,146,0,0,[       0.   329208. 99999999.],[   0.    931.25 6125.   6471.25 6817.5  7163.75 7510.  ],[0.0e+00 2.5e+05 1.0e+06 5.0e+06 2.0e+08],[ 0.  5. 10. 20. 35. 80.],0.827085494147281,0.7588800403730951,0.9766404446544016,2.5,1,1
14,0,0,0,[       0.   227854.   789140. 99999999.],[   0.  600.  650.  700.  750.  850. 8000.],[0.0e+00 2.5e+05 1.0e+06 5.0e+06 2.0e+08],[ 0.  5. 10. 20. 35. 80.],0.8270114090976441,0.8738103191097706,0.9929703872048644,3.25,1,1
