age_ID,age_bins,utility,raw_utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
0,[  0.  18.  35.  50.  65. 100.],0.7999999999999999,0.7999999999999999,1.0,1.0,4.0,1,1
1,[17. 36. 55.],1.0,1.0,0.291787395291975,0.9031878292407028,2.0,1,1
