Age_ID,Fare_ID,SibSp_ID,Age_bins,Fare_bins,SibSp_bins,utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
0,0,0,[  0.  18.  35.  50.  65. 100.],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.6326530612244898,1.0,1.0,4.0,1,1
8,48,0,[ 0.   20.85 44.6 ],[  0.     7.8    8.66  13.    21.08  30.    65.   513.  ],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.8095238095238095,0.8266756010266075,0.8870134479022936,2.0,1,1
27,0,0,[ 0.    0.91 11.12 26.   52.12 80.  ],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.6938775510204082,0.9472614275423984,0.997502598666334,3.0,1,1
35,0,0,[ 0.    4.77 20.84 31.83 44.74 60.57],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.7916666666666666,0.939110697680366,0.9348926513719852,3.0,1,1
79,0,0,[ 0.    0.96  1.5   2.5   6.5  26.5  27.5  62.5  63.5  77.   80.  ],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.7346938775510204,0.7843012410479456,0.9968912966139652,3.0,1,1
79,0,27,[ 0.    0.96  1.5   2.5   6.5  26.5  27.5  62.5  63.5  77.   80.  ],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 3. 4. 5.],0.7551020408163265,0.6187416192025266,0.9894734942313588,2.0,1,1
