Age_ID,Fare_ID,SibSp_ID,Age_bins,Fare_bins,SibSp_bins,utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
0,0,0,[  0.  18.  35.  50.  65. 100.],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.7802197802197801,1.0,1.0,4.0,1,1
0,0,7,[  0.  18.  35.  50.  65. 100.],[  0.  10.  20.  30.  40.  50. 100. 600.],[0.   0.28 5.  ],0.865993265993266,0.8203032346200576,0.7763362642264401,3.0,1,1
27,0,7,[ 0.    0.91 11.12 26.   52.12 80.  ],[  0.  10.  20.  30.  40.  50. 100. 600.],[0.   0.28 5.  ],0.9326599326599326,0.7675646621624561,0.7738388628927741,2.0,1,1
29,0,0,[ 0.   16.34 32.25 48.17 64.08 80.  ],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.8611111111111112,0.976012508418794,0.982101041924687,3.0,1,1
29,0,14,[ 0.   16.34 32.25 48.17 64.08 80.  ],[  0.  10.  20.  30.  40.  50. 100. 600.],[0.  0.5 3.5 5. ],1.0,0.8015713066665783,0.7193224603217616,2.0,1,1
