Age_ID,Fare_ID,SibSp_ID,Age_bins,Fare_bins,SibSp_bins,utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
0,0,0,[  0.  18.  35.  50.  65. 100.],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.7802197802197801,1.0,1.0,4.0,1,1
0,0,30,[  0.  18.  35.  50.  65. 100.],[  0.  10.  20.  30.  40.  50. 100. 600.],[0.  0.5 1.5 3.5 4.5 5. ],0.9326599326599326,0.8475900143802626,0.6740844690492732,3.333333333333333,1,1
29,0,30,[ 0.   16.34 32.25 48.17 64.08 80.  ],[  0.  10.  20.  30.  40.  50. 100. 600.],[0.  0.5 1.5 3.5 4.5 5. ],1.0,0.8236025227990567,0.6561855109739602,2.333333333333333,1,1
