Age_ID,Fare_ID,SibSp_ID,Age_bins,Fare_bins,SibSp_bins,utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
0,0,0,[  0.  18.  35.  50.  65. 100.],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.6326530612244898,1.0,1.0,4.0,1,1
8,48,0,[ 0.   20.85 44.6 ],[  0.     7.8    8.66  13.    21.08  30.    65.   513.  ],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.8095238095238095,0.8266756010266075,0.8870134479022936,2.0,1,1
29,0,0,[ 0.   16.34 32.25 48.17 64.08 80.  ],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.6938775510204082,0.976012508418794,0.982101041924687,3.0,1,1
30,0,0,[ 0.  19.  25.  31.8 41.  80. ],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.7551020408163265,0.9557867243768214,0.9281319311806524,3.0,1,1
35,0,0,[ 0.    4.77 20.84 31.83 44.74 60.57],[  0.  10.  20.  30.  40.  50. 100. 600.],[0. 1. 2. 3. 4. 5. 6. 7. 8.],0.7916666666666666,0.939110697680366,0.9348926513719852,3.0,1,1
