age_ID,educ_ID,age_bins,educ_bins,utility,l2_norm,KLDiv,gpt_semantics
37,19,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.   5.6  8.2 10.8 13.4 16. ],1.7958630991355724e-13,0.5162525278399135,0.4327319547138976,1.0
37,21,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.  9. 10. 11. 12. 16.],9.690464158671729e-10,0.5241638381618887,0.5830069551693969,1.0
37,24,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    4.88  8.51 10.   11.   16.  ],3.546155154705676e-07,0.5076859992936869,0.4530628847466778,1.0
37,25,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    5.17  7.33  9.5  11.67 13.83 16.  ],6.184763767165576e-08,0.4613477427223032,0.39183733688066696,1.0
37,29,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    4.88  7.81  9.   10.   11.   16.  ],1.6300668026742713e-11,0.47183091263323024,0.3883914960992243,1.0
37,30,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    4.86  6.71  8.57 10.43 12.29 14.14 16.  ],3.5937167777232757e-07,0.42331156626637356,0.3727442188021296,1.0
37,33,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    8.43  9.   10.   11.   12.   16.  ],0.00014927591880049338,0.480559436607134,0.4957164765798254,1.0
37,34,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    4.88  7.81  9.   10.   11.   12.   16.  ],3.855420346616171e-05,0.44173734316782615,0.3722460252994143,1.0
37,35,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    4.62  6.25  7.88  9.5  11.12 12.75 14.38 16.  ],0.00018225392007111498,0.3935485924955159,0.3524941999322358,1.0
37,38,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.  8.  9. 10. 11. 12. 16.],0.00014927591880049338,0.480007160564367,0.4957164765798254,1.0
37,39,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    4.36  6.64  8.    9.   10.   11.   12.   16.  ],5.92145905558421e-05,0.414852785732082,0.3441436734166276,1.0
37,40,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    4.44  5.89  7.33  8.78 10.22 11.67 13.11 14.56 16.  ],3.1452638319546595e-08,0.3686831005519428,0.330192276479004,1.0
37,44,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    4.36  6.64  8.    9.   10.   11.   12.   13.   16.  ],1.0308433466340663e-05,0.3861625878312776,0.33855366485768285,1.0
37,45,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.   4.3  5.6  6.9  8.2  9.5 10.8 12.1 13.4 14.7 16. ],1.5542468185541204e-22,0.34703985454277864,0.3221364991607166,1.0
37,49,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    3.83  5.5   7.    8.    9.   10.   11.   12.   13.   16.  ],1.29298463719554e-05,0.3654784112504638,0.2969858859329577,1.0
37,68,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    8.    8.43  9.   10.   11.   12.   16.  ],7.320324173698787e-05,0.4483759814953153,0.4957164765798254,1.0
37,88,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    7.67  8.    9.   10.   11.   12.   16.  ],0.009710670135198269,0.4472963239135823,0.4051387411542206,1.0
37,93,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.    7.    8.    9.   10.   10.68 11.   12.   16.  ],0.07160558999282585,0.42438808341975687,0.4051387411542206,1.0
37,98,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.  7.  8.  9. 10. 11. 12. 16.],0.009710670135198269,0.4463148329753742,0.4051387411542206,1.0
37,100,[17.   21.75 26.5  31.25 36.   40.75 45.5  50.25 55.  ],[ 3.   7.5  8.5 12.5 14.5 16. ],2.1932381610887754e-13,0.5261977999597597,0.4791242089914215,1.0
39,0,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 0. 11. 12. 15. 16.],1.4949344792362334e-63,0.6927649526888681,0.6771757242005343,2.5
39,1,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.   9.5 16. ],3.1051686472564614e-40,0.4652815147097412,0.5693567571285132,1.0
39,3,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3. 10. 16.],8.942208750274856e-12,0.4655614255306314,0.6245346894292056,1.0
39,6,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    8.07 16.  ],1.0514255135578272e-46,0.46386584168357525,0.5203348641697383,1.0
39,7,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    7.33 11.67 16.  ],2.742695896247658e-30,0.5240532714821117,0.44845025654360143,1.0
39,9,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3. 10. 11. 16.],9.511837461866618e-18,0.5275769559220829,0.608389218629396,1.0
39,12,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    5.64  9.3  16.  ],3.4049696833774773e-44,0.5174079627921501,0.4333205374967356,1.0
39,13,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    6.25  9.5  12.75 16.  ],9.636989358000871e-27,0.6266936064264745,0.40410936042835705,1.0
39,15,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.  9. 10. 11. 16.],0.00047031793608544976,0.6347996564866224,0.5240420888649299,1.0
39,18,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    4.88  8.51 10.53 16.  ],3.646073952642177e-18,0.6032459246799027,0.3883744133164075,1.0
39,19,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.   5.6  8.2 10.8 13.4 16. ],3.0230184457326477e-07,0.5086312839530176,0.3680434832836273,1.0
39,21,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.  9. 10. 11. 12. 16.],1.5249889610880927e-13,0.5165425942749928,0.5183184837391266,1.0
39,24,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    4.88  8.51 10.   11.   16.  ],1.8286509241719345e-11,0.500064755406791,0.3883744133164075,1.0
39,25,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    5.17  7.33  9.5  11.67 13.83 16.  ],0.04850426815799739,0.4537264988354073,0.3271488654503967,1.0
39,29,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    4.88  7.81  9.   10.   11.   16.  ],2.6644035490740153e-06,0.4642096687463343,0.32370302466895395,1.0
39,30,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    4.86  6.71  8.57 10.43 12.29 14.14 16.  ],0.18533842681576762,0.4156903223794777,0.30805574737185926,1.0
39,33,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    8.43  9.   10.   11.   12.   16.  ],3.763814562050288e-09,0.47293819272023807,0.4310280051495551,1.0
39,34,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    4.88  7.81  9.   10.   11.   12.   16.  ],2.043328831398597e-09,0.4341160992809302,0.30755755386914396,1.0
39,35,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    4.62  6.25  7.88  9.5  11.12 12.75 14.38 16.  ],0.013361093798992333,0.38592734860862,0.2878057285019655,1.0
39,38,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.  8.  9. 10. 11. 12. 16.],3.763814562050288e-09,0.4723859166774711,0.4310280051495551,1.0
39,39,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    4.36  6.64  8.    9.   10.   11.   12.   16.  ],0.1525307046697133,0.40723154184518606,0.2794552019863573,1.0
39,40,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    4.44  5.89  7.33  8.78 10.22 11.67 13.11 14.56 16.  ],3.8727256279616836e-13,0.36106185666504687,0.2655038050487337,1.0
39,44,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    4.36  6.64  8.    9.   10.   11.   12.   13.   16.  ],2.2352160330134846e-10,0.37854134394438166,0.27386519342741256,1.0
39,45,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.   4.3  5.6  6.9  8.2  9.5 10.8 12.1 13.4 14.7 16. ],5.78390757165122e-16,0.33941861065588275,0.25744802773044634,1.0
39,49,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    3.83  5.5   7.    8.    9.   10.   11.   12.   13.   16.  ],2.1782185740441047e-10,0.3578571673635679,0.2322974145026874,1.0
39,68,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    8.    8.43  9.   10.   11.   12.   16.  ],0.05756540315570613,0.44075473760841943,0.4310280051495551,1.0
39,88,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    7.67  8.    9.   10.   11.   12.   16.  ],1.3185048098492411e-07,0.4396750800266864,0.3404502697239503,1.0
39,93,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.    7.    8.    9.   10.   10.68 11.   12.   16.  ],1.5499229644907396e-06,0.416766839532861,0.3404502697239503,1.0
39,98,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.  7.  8.  9. 10. 11. 12. 16.],1.3185048098492411e-07,0.43869358908847833,0.3404502697239503,1.0
39,100,[17. 18. 20. 22. 24. 26. 28. 33. 55.],[ 3.   7.5  8.5 12.5 14.5 16. ],3.319819394352794e-05,0.5185765560728638,0.41443573756115115,1.0
42,0,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 0. 11. 12. 15. 16.],3.598841394695412e-62,0.692506863148064,0.688892127354011,2.5
42,1,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3.   9.5 16. ],1.8477639515118513e-46,0.46502342516893713,0.58107316028199,1.0
42,3,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3. 10. 16.],2.2643657942254093e-15,0.4653033359898273,0.6362510925826824,1.0
42,6,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3.    8.07 16.  ],1.748451150254756e-52,0.46360775214277117,0.532051267323215,1.0
42,7,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3.    7.33 11.67 16.  ],8.511461427485522e-28,0.5237951819413076,0.46016665969707815,1.0
42,9,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3. 10. 11. 16.],1.127769772549741e-15,0.5273188663812788,0.6201056217828727,1.0
42,12,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3.    5.64  9.3  16.  ],1.4428129331459731e-50,0.517149873251346,0.4450369406502123,1.0
42,13,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3.    6.25  9.5  12.75 16.  ],4.1809905550729835e-31,0.6264355168856703,0.41582576358183376,1.0
42,15,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3.  9. 10. 11. 16.],3.0018713507049937e-07,0.6345415669458182,0.5357584920184066,1.0
42,18,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3.    4.88  8.51 10.53 16.  ],1.2451779292350088e-22,0.6029878351390986,0.4000908164698842,1.0
42,19,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3.   5.6  8.2 10.8 13.4 16. ],3.566262037848249e-11,0.5083731944122135,0.379759886437104,1.0
42,21,[17.   18.36 22.11 24.96 28.08 32.54 37.95 43.75 55.  ],[ 3.  9. 10. 11. 12. 16.],4.308232596631272e-11,0.5162845047341886,0.5300348868926033,1.0
